ID,FECHA,TITULAR,URL_ARCHIVO,FUENTE,IDIOMA,SENTIMIENTO_RESULTADO,PROBABILIDAD_POSITIVO,PROBABILIDAD_NEGATIVA,PROBABILIDAD_NEUTRAL
6ac039c6-0866-48ab-becc-ceb69cfe46d9,2025-09-14,Has Martin lost backing to turn Rangers around?,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
a801e480-3ef1-45cc-bf76-f1c336c0b202,2025-09-14,Watch: Army patrols streets of Kathmandu after fierce protests,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
3f73d039-b11e-475c-80d8-ba24a9f9f631,2025-09-14,Huge fire rips through residential homes in Manila,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
3882e2c3-4cec-4fb4-9bc9-d03592df7633,2025-09-14,Trump 'ready' to sanction Russia if Nato nations stop buying its oil,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
f4ea121e-4791-4d1b-a030-eff84b9a6470,2025-09-14,Animal shelter workers hospitalised after FBI uses furnace to burn seized meth,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
edf737f0-b69e-4624-b455-82b75a1f945d,2025-09-14,Scheffler moves into contention with sparkling 64,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
2c9d1374-0140-4bf9-8584-1f755ee096be,2025-09-14,The Indian city that sparkles like Paris at night,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
68475f6c-2277-4afa-bbd8-75623444f058,2025-09-14,New Nato mission to bolster eastern flank after Russia drone incursion,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
88381e53-f86d-4f6f-9bbe-0bd88088ede3,2025-09-14,'We knew the family': Utah town in disbelief after local resident accused of killing Charlie Kirk,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
fc8425cc-77a7-4cd3-8aeb-90036aa07109,2025-09-14,Trump loves all things royal. Will that be King's ace card on UK state visit?,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
15ada0cf-bb8e-4924-9d24-705ff3d019dd,2025-09-14,Malawi - where the petrol queue might overshadow the queue to vote,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
4afa5bd3-1639-42e0-b190-f44132b3bad0,2025-09-14,Watch: Video shows moment Kirk shooting suspect flees the scene,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
47ff001e-1261-4fe7-80e4-0f6ed2102ef1,2025-09-14,Charlie Kirk shooting throws Utah students into heart of US political divide,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
235dafb0-7f54-438e-88ed-a34515832b4b,2025-09-14,Team Conrad or Team Jeremiah? The TV love triangle that sparked a fan frenzy,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
6b838e8f-30a3-4aae-8ecf-ceb03a76ff32,2025-09-14,Students who debated with Charlie Kirk mourn his death,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
0e6c0dba-d750-4837-b9ff-6785777de2bd,2025-09-14,"First sick children have left Gaza for UK, says foreign secretary",https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
4ff3cfd5-496f-494c-8d4e-ffa8b105fe14,2025-09-14,More from The Times and The Sunday Times,https://web.archive.org/web/20250914120000/https://www.thetimes.com/,THE TIMES,en,,,,
2a89ff64-815b-4d76-999d-3167a4e054e5,2025-09-14,"Who is Tyler Robinson, the suspect in custody for shooting Charlie Kirk?",https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
f2cee0b0-663b-4cfc-81a8-f96afaf64623,2025-09-14,History-maker Crawford stuns Canelo in Vegas,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
3ddbc4b7-24be-418a-96be-024cc28f8bfe,2025-09-14,"After fatal crash, Sikh truck drivers in the US fear blowback",https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
