Ticker,Year,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,Net Income From Continuing Operations,DepreciationAmortizationDepletion,DepreciationAndAmortization,OtherNonCashItems,ChangeInWorkingCapital,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,TaxesRefundPaid,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetInvestmentPurchaseAndSale,PurchaseOfInvestments,SaleOfInvestments,NetPPEPurchaseAndSale,PurchaseOfPPE,SaleOfPPE,NetIntangiblesPurchaseAndSale,PurchaseOfIntangibles,SaleOfIntangibles,NetBusinessPurchaseAndSale,PurchaseOfBusiness,SaleOfBusiness,Net Other Investing Changes,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetLongTermDebtIssuance,Net Issuance Payments Of Debt,LongTermDebtIssued,LongTermDebtPayments,Net Common Stock Issuance,Common Stock Issuance,Common Stock Payments,Cash Dividends Paid,Net Other Financing Charges,EndCashPosition,ChangeInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,RepurchaseOfCapitalStock,FreeCashFlow
ADM.L,2021,244.6,,996.7,23.6,68.3,17.3,-229.7,-205.2,,-229.7,-126.7,387.8,,,,,-69.2,-69.2,,,,,457.0,-14.8,471.8,,-564.8,,185.9,185.9,185.9,,,,,-720.9,,372.7,67.6,-5.3,351.7,-69.2,,185.9,,,175.4
ADM.L,2022,476.9,,285.3,18.2,41.9,26.0,-53.2,-280.6,,-53.2,-91.2,-101.0,,,,,-98.6,-98.6,,,,,-2.4,-2.4,0.0,,-425.0,,267.8,267.8,267.8,,,,,-658.3,,297.0,-49.1,-26.6,372.7,-98.6,,267.8,,,378.3
ADM.L,2023,279.0,,337.2,18.2,58.7,46.7,193.6,-73.6,,193.6,-133.0,-75.9,,,,,-75.9,-75.9,,0.0,0.0,,0.0,0.0,,,-171.8,,181.1,181.1,720.1,-539.0,,,,-307.1,17.7,353.1,31.3,24.8,297.0,-75.9,,720.1,-539.0,,203.1
ADM.L,2024,369.0,,662.9,18.8,85.5,60.0,421.4,-231.4,,421.4,-124.1,-144.2,,,,,-61.7,-61.7,,-82.5,-82.5,,,,,,-257.9,,185.7,185.7,549.9,-364.2,,,,-369.8,15.6,313.6,-33.1,-6.4,353.1,-144.2,,549.9,-364.2,,224.8
ADM.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADS.DE,2020,,,,,,,,,,,,,,,-49.0,289.0,,,,,,,,,,-10.0,,,,,1501.0,,,,,,-35.0,,,,,,,,,,
ADS.DE,2021,3192.0,,1852.0,1149.0,1149.0,104.0,181.0,,,181.0,-444.0,-424.0,,49.0,,49.0,-493.0,-494.0,1.0,-172.0,-173.0,1.0,189.0,,189.0,-10.0,-2991.0,,-600.0,-679.0,0.0,-600.0,-1005.0,27.0,-1032.0,-585.0,-39.0,3828.0,-223.0,57.0,3994.0,-667.0,27.0,0.0,-679.0,-1032.0,2525.0
ADS.DE,2022,-479.0,,388.0,1375.0,1375.0,107.0,-1938.0,,,-1938.0,-424.0,495.0,,-13.0,-13.0,,-503.0,-504.0,1.0,-190.0,-191.0,1.0,1177.0,,1177.0,1.0,-2963.0,,994.0,976.0,994.0,0.0,-2505.0,25.0,-2530.0,-610.0,-31.0,798.0,-2947.0,-39.0,3849.0,-695.0,25.0,994.0,0.0,-2530.0,-1174.0
ADS.DE,2023,2550.0,,65.0,984.0,1096.0,115.0,1419.0,,,1419.0,-307.0,-451.0,,23.0,-34.0,57.0,-354.0,-363.0,9.0,-140.0,-141.0,1.0,-19.0,-19.0,0.0,,-1425.0,,-500.0,-497.0,0.0,-500.0,-4.0,25.0,-29.0,-125.0,,1431.0,674.0,-40.0,798.0,-504.0,25.0,3.0,-500.0,-29.0,2046.0
ADS.DE,2024,2910.0,,1121.0,1062.0,1171.0,154.0,685.0,,,685.0,-236.0,-356.0,,-22.0,,,-370.0,-419.0,49.0,-121.0,-121.0,0.0,100.0,,100.0,,-1559.0,,-500.0,-497.0,,-500.0,-11.0,24.0,-35.0,-125.0,-13.0,2455.0,995.0,29.0,1431.0,-540.0,24.0,3.0,-500.0,-35.0,2370.0
ADS.DE,2025,18.0,,488.0,278.0,278.0,52.0,-628.0,,,-628.0,-120.0,-99.0,,0.0,,,-79.0,-79.0,,-27.0,-27.0,,0.0,,0.0,,-532.0,,,25.0,,,-1.0,6.0,-7.0,,,768.0,-613.0,-51.0,1432.0,-106.0,6.0,,,-7.0,-88.0
ADYEN.AS,2020,,,,,,,,0.0,,,,,,,-13.36,13.09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,
ADYEN.AS,2021,1820.15,,580.85,31.92,35.01,11.75,1323.44,,,1323.44,-127.43,-42.13,,12.22,-0.21,12.43,-51.39,-51.39,,,,,,,,,96.24,,,,,,105.28,105.28,,,,4616.09,1874.26,4.35,2737.49,-54.35,105.28,,,,1765.8
ADYEN.AS,2022,2021.16,,719.94,58.39,63.61,-17.36,1423.93,,,1423.93,-149.57,-87.69,,11.41,0.0,11.41,-95.58,-95.58,,,,,,,,,-12.22,,,,,,9.93,9.93,,,,6522.35,1921.25,-15.0,4616.09,-99.1,9.93,,,,1922.06
ADYEN.AS,2023,1870.04,,942.61,81.93,85.45,-240.52,1011.41,,,1011.41,-155.17,-69.74,,0.0,,0.0,-65.61,-65.61,,,,,,,,,-20.61,,,,,,13.2,13.2,,,,8306.98,1779.69,4.95,6522.35,-69.74,13.2,,,,1800.3
ADYEN.AS,2024,1704.78,,1226.73,101.18,104.46,-351.19,654.12,,,654.12,-320.54,-118.62,,-17.37,-26.2,,-98.22,-98.22,,,,,,,,,70.6,,,,,,112.01,112.01,,,,18700.3,1656.75,1.3,17042.25,-101.25,112.01,,,,1603.53
ADYEN.AS,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AENA.MC,2020,,,,,,,,-25.14,-31.85,,,,,,,,,,,-32.88,-33.35,0.47,,,,,,,1399.22,1399.22,2877.84,-1478.62,,,,,,,,,,,,2877.84,-1478.62,,
AENA.MC,2021,280.47,,-722.34,796.62,796.62,-2.16,-474.09,25.77,-19.48,-474.09,9.94,-660.91,,-9.47,-14.64,5.17,-614.62,-614.62,0.0,-56.46,-56.46,,15.8,,15.8,,619.81,,598.65,598.65,1200.0,-601.35,,,,,29.68,1466.8,239.37,2.55,1224.88,-671.08,,1200.0,-601.35,,-390.61
AENA.MC,2022,1863.17,,1169.61,795.17,795.17,49.64,92.71,-3.64,-0.87,92.71,-177.77,-664.16,,35.89,-9.71,45.6,-533.52,-534.95,1.43,-192.75,-192.75,,0.0,,0.0,,-1089.29,,-1063.56,-1063.56,364.1,-1427.66,,,,,-16.07,1573.52,109.72,-3.0,1466.8,-727.69,,364.1,-1427.66,,1135.47
AENA.MC,2023,2219.82,,2165.89,821.19,821.19,-120.68,-31.41,3.63,-0.71,-31.41,-447.14,-1419.12,,-72.95,-81.86,8.91,-1384.32,-1384.32,0.0,-837.91,-837.91,,,,,,-19.61,,593.55,593.55,2214.47,-1620.91,5.09,5.09,,-724.25,699.55,2363.12,781.09,8.51,1573.52,-1384.32,5.09,2214.47,-1620.91,,835.49
AENA.MC,2024,2746.94,,2555.68,847.81,847.81,-40.3,-52.01,,,-52.01,-423.15,-804.35,,-12.04,-51.4,39.36,-796.53,-825.18,28.66,,,,,,,,-2429.15,,,,,,2.11,2.11,,-1182.87,-1248.39,1821.28,-486.56,-55.28,2363.12,-825.18,2.11,,,,1921.76
AENA.MC,2025,659.06,,808.79,208.55,208.55,1.12,-223.95,-7.89,-0.88,-223.95,-91.06,-289.59,,-12.25,-12.22,-0.03,-192.07,-189.25,-2.82,-97.73,-97.73,,,,,,-1652.35,,-178.04,-178.04,663.0,-841.04,,,,,5.04,950.33,-1282.87,-7.1,2240.31,-286.98,,663.0,-841.04,,372.08
AGN.AS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,0.0,,,,,,,,,0.0,,,,
AGN.AS,2021,-1796.0,-1797.0,2400.0,,1167.0,13446.0,7364.0,,,7364.0,21.0,-54.0,-53.0,,,,-74.0,-76.0,2.0,-36.0,-36.0,0.0,-38.0,-97.0,59.0,-1.0,300.0,300.0,855.0,855.0,3914.0,-3059.0,-231.0,0.0,-231.0,-121.0,-203.0,6889.0,-1550.0,67.0,8372.0,-112.0,0.0,3914.0,-3059.0,-231.0,-1908.0
AGN.AS,2022,2672.0,2669.0,-25.0,,169.0,-38353.0,-19098.0,,,-19098.0,-38.0,733.0,734.0,,,,-63.0,-72.0,9.0,-26.0,-26.0,0.0,687.0,-102.0,789.0,-2.0,-1834.0,-1833.0,-566.0,-566.0,3569.0,-4135.0,-597.0,,-597.0,-167.0,-504.0,8486.0,1571.0,55.0,6861.0,-98.0,,3569.0,-4135.0,-597.0,2574.0
AGN.AS,2023,864.0,862.0,-346.0,,-163.0,10349.0,12217.0,,,12217.0,-321.0,-1996.0,-1996.0,,,,-19.0,-65.0,46.0,-48.0,-51.0,3.0,-2239.0,-2251.0,12.0,,-3241.0,-3241.0,-1599.0,-1599.0,2670.0,-4269.0,-1072.0,,-1072.0,-494.0,-76.0,4074.0,-4373.0,-38.0,8486.0,-116.0,,2670.0,-4269.0,-1072.0,748.0
AGN.AS,2024,762.0,761.0,660.0,,-31.0,10527.0,10821.0,,,10821.0,-80.0,300.0,300.0,,,,-31.0,-51.0,20.0,-15.0,-15.0,0.0,7.0,-49.0,56.0,-1.0,-1755.0,-1755.0,-246.0,-246.0,700.0,-946.0,-925.0,,-925.0,-521.0,-63.0,3469.0,-693.0,88.0,4074.0,-66.0,,700.0,-946.0,-925.0,696.0
AGN.AS,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHT.L,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHT.L,2021,,,,,,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5,,,3.6,,,,,,-15.5,,,,
AHT.L,2022,1499.0,,1947.8,1553.0,1661.6,,-162.5,,,-162.5,-218.8,-1691.0,,-40.0,-40.0,,-373.6,-398.4,24.8,,,,-1277.4,-1277.4,,,181.5,,991.8,991.8,3054.5,-2062.7,-433.4,-23.8,-433.4,-269.3,2.2,15.3,-10.5,-0.8,26.6,-398.4,-23.8,3054.5,-2062.7,-433.4,1100.6
AHT.L,2023,1000.1,,2522.0,1772.1,1889.8,44.8,-180.1,,,-180.1,-287.3,-1594.2,,-42.4,-42.4,,-468.6,-510.0,41.4,,,,-1083.2,-1083.2,0.0,,609.3,,1353.5,1353.5,3355.0,-2001.5,-276.9,,-276.9,-357.8,,29.9,15.2,-0.6,15.3,-510.0,,3355.0,-2001.5,-276.9,490.1
AHT.L,2024,854.6,,2654.0,2117.7,2238.6,47.5,-153.4,,,-153.4,-245.8,-1526.8,,-15.0,-15.0,,-638.1,-685.6,47.5,,,,-873.7,-875.6,1.9,,663.2,,1341.3,1341.3,3616.3,-2275.0,-108.3,,-108.3,-436.1,,20.8,-9.0,-0.1,29.9,-685.6,,3616.3,-2275.0,-108.3,169.0
AHT.L,2025,2173.9,,2557.2,2334.7,2449.1,28.7,7.4,,,7.4,-424.8,-541.8,,0.0,0.0,,-394.4,-455.6,61.2,,,,-147.4,-147.4,0.0,,-1632.3,,-522.7,-522.7,1309.4,-1832.1,-427.4,,-427.4,-544.2,,21.0,-0.2,0.4,20.8,-455.6,,1309.4,-1832.1,-427.4,1718.3
AI.PA,2020,,,,,,,,,,,,,,718.8,,718.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI.PA,2021,5570.7,,2572.2,1999.9,2172.5,335.4,341.3,377.3,,341.3,,-3351.5,,,,,-2828.1,-2916.8,88.7,,,,-528.9,-659.8,130.9,,-1815.7,,-17.2,-17.2,,,135.3,175.4,-40.1,-1334.8,-36.8,2138.9,403.5,16.8,1718.6,-2916.8,175.4,,,-40.1,2653.9
AI.PA,2022,5810.1,,2758.8,2262.1,2465.9,357.9,169.1,-396.8,,169.1,,-3241.9,,,,,-3181.0,-3273.0,92.0,,,,-74.7,-135.8,61.1,,-2781.0,,-617.7,-617.7,,,-153.8,37.7,-191.5,-1410.5,-4.0,1760.9,-212.8,-165.2,2138.9,-3273.0,37.7,,,-191.5,2537.1
AI.PA,2023,6263.0,,3078.0,2482.0,2482.0,407.3,316.8,-154.4,,316.8,,-3079.0,,,,,-3330.2,-3393.4,63.2,,,,236.7,-103.0,339.7,,-3479.7,,-1215.6,-1215.6,,,46.9,128.8,-81.9,-1581.2,-142.0,1403.6,-295.7,-61.6,1760.9,-3393.4,128.8,,,-81.9,2869.6
AI.PA,2024,6322.2,,3306.1,2505.1,2505.1,338.8,148.9,-155.1,,148.9,,-3583.4,,,,,-3445.0,-3525.1,80.1,,,,-156.0,-269.0,113.0,,-2807.6,,-266.8,-266.8,,,-196.4,34.4,-230.8,-1718.1,-33.4,1302.4,-68.8,-32.4,1403.6,-3525.1,34.4,,,-230.8,2797.1
AI.PA,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIR.DE,2020,,,,,,,,,,,,,,,,,-1759.0,-1759.0,,,,,,,,,,,7102.0,7102.0,7102.0,-445.0,,,,,,,,,,,,7102.0,-445.0,,
AIR.DE,2021,4639.0,,4174.0,2325.0,2325.0,246.0,1067.0,-1911.0,,1067.0,-321.0,-2719.0,,-1186.0,-3049.0,1863.0,,,,-1716.0,-1928.0,212.0,-206.0,-602.0,396.0,310.0,-2179.0,,0.0,0.0,0.0,-2295.0,-22.0,-22.0,,,-2157.0,14572.0,-259.0,392.0,14439.0,-1928.0,,0.0,-2295.0,,2711.0
AIR.DE,2022,6288.0,,4136.0,2716.0,2716.0,232.0,1421.0,1445.0,,1421.0,-790.0,-3113.0,,-344.0,-1851.0,1507.0,,,,-2363.0,-2464.0,101.0,-506.0,-965.0,459.0,,-2115.0,,,,,,-36.0,-36.0,,-1181.0,-897.0,15823.0,1060.0,191.0,14572.0,-2464.0,,,,,3824.0
AIR.DE,2023,6255.0,,3613.0,2242.0,2242.0,25.0,1205.0,1380.0,,1205.0,-544.0,-4128.0,,-786.0,-2700.0,1914.0,,,,-2976.0,-3051.0,75.0,-516.0,-1025.0,509.0,,-1276.0,,,,,,-334.0,-334.0,,-1421.0,479.0,16473.0,851.0,-201.0,15823.0,-3051.0,,,,,3204.0
AIR.DE,2024,7402.0,,4078.0,2853.0,2853.0,98.0,1337.0,6146.0,,1337.0,-947.0,-6653.0,,-2691.0,-4460.0,1769.0,,,,-3571.0,-3669.0,98.0,-587.0,-1117.0,530.0,,-2570.0,,,,,,-276.0,-276.0,,-2215.0,-78.0,15010.0,-1821.0,358.0,16473.0,-3669.0,,,,,3733.0
AIR.DE,2025,-1049.0,,699.0,636.0,636.0,,-2134.0,-2134.0,,-2134.0,,-1042.0,,-665.0,,,,,,-693.0,-743.0,50.0,-56.0,-551.0,495.0,,-2914.0,,,,,,365.0,365.0,,,-989.0,8194.0,-5005.0,-483.0,13682.0,-743.0,,,,,-1792.0
AIR.PA,2020,,,,,,,,,,,,,,,,,-1759.0,-1759.0,,,,,,,,,,,7102.0,7102.0,7102.0,-445.0,,,,,,,,,,,,7102.0,-445.0,,
AIR.PA,2021,4639.0,,4174.0,2325.0,2325.0,246.0,1067.0,-1911.0,,1067.0,-321.0,-2719.0,,-1186.0,-3049.0,1863.0,,,,-1716.0,-1928.0,212.0,-206.0,-602.0,396.0,310.0,-2179.0,,0.0,0.0,0.0,-2295.0,-22.0,-22.0,,,-2157.0,14572.0,-259.0,392.0,14439.0,-1928.0,,0.0,-2295.0,,2711.0
AIR.PA,2022,6288.0,,4136.0,2716.0,2716.0,232.0,1421.0,1445.0,,1421.0,-790.0,-3113.0,,-344.0,-1851.0,1507.0,,,,-2363.0,-2464.0,101.0,-506.0,-965.0,459.0,,-2115.0,,,,,,-36.0,-36.0,,-1181.0,-897.0,15823.0,1060.0,191.0,14572.0,-2464.0,,,,,3824.0
AIR.PA,2023,6255.0,,3613.0,2242.0,2242.0,25.0,1205.0,1380.0,,1205.0,-544.0,-4128.0,,-786.0,-2700.0,1914.0,,,,-2976.0,-3051.0,75.0,-516.0,-1025.0,509.0,,-1276.0,,,,,,-334.0,-334.0,,-1421.0,479.0,16473.0,851.0,-201.0,15823.0,-3051.0,,,,,3204.0
AIR.PA,2024,7402.0,,4078.0,2853.0,2853.0,98.0,1337.0,6146.0,,1337.0,-947.0,-6653.0,,-2691.0,-4460.0,1769.0,,,,-3571.0,-3669.0,98.0,-587.0,-1117.0,530.0,,-2570.0,,,,,,-276.0,-276.0,,-2215.0,-78.0,15010.0,-1821.0,358.0,16473.0,-3669.0,,,,,3733.0
AIR.PA,2025,-1049.0,,699.0,636.0,636.0,,-2134.0,-2134.0,,-2134.0,,-1042.0,,-665.0,,,,,,-693.0,-743.0,50.0,-56.0,-551.0,495.0,,-2914.0,,,,,,365.0,365.0,,,-989.0,8194.0,-5005.0,-483.0,13682.0,-743.0,,,,,-1792.0
AKZA.AS,2020,,,,,,,,-46.0,,,,,,,,,,,,,,,,-113.0,,,,,,,,,,,,,-44.0,,,,,,,,,,
AKZA.AS,2021,605.0,,859.0,351.0,351.0,4.0,-554.0,,,-554.0,-222.0,-134.0,,191.0,-56.0,247.0,,,,,,,-51.0,-73.0,22.0,-1.0,-974.0,,553.0,553.0,1143.0,-590.0,-1135.0,-1135.0,-1135.0,-391.0,-1.0,1112.0,-504.0,35.0,1581.0,-288.0,,1143.0,-590.0,-1135.0,317.0
AKZA.AS,2022,263.0,,388.0,281.0,368.0,18.0,-573.0,,,-573.0,-224.0,-1095.0,,-277.0,-1361.0,1084.0,,,,,,,-552.0,-588.0,36.0,-2.0,1141.0,,2189.0,2189.0,9511.0,-7322.0,-669.0,-669.0,-669.0,-379.0,,1398.0,300.0,-14.0,1112.0,-292.0,,9511.0,-7322.0,-669.0,-29.0
AKZA.AS,2023,1126.0,,488.0,277.0,357.0,32.0,201.0,254.0,,201.0,-295.0,-144.0,,78.0,-64.0,142.0,,,,,,,-18.0,-114.0,96.0,-2.0,-827.0,,-459.0,-459.0,5836.0,-6295.0,0.0,0.0,0.0,-368.0,,1453.0,149.0,-94.0,1398.0,-286.0,,5836.0,-6295.0,0.0,840.0
AKZA.AS,2024,673.0,,592.0,293.0,371.0,73.0,-199.0,-206.0,,-199.0,-291.0,-132.0,,103.0,-320.0,423.0,,,,,,,3.0,,3.0,69.0,-684.0,,-295.0,-295.0,2807.0,-3102.0,0.0,0.0,0.0,-385.0,-4.0,1273.0,-148.0,-32.0,1453.0,-306.0,,2807.0,-3102.0,0.0,367.0
AKZA.AS,2025,234.0,,135.0,92.0,92.0,38.0,59.0,26.0,,59.0,-65.0,118.0,,157.0,-1.0,158.0,,,,,,,17.0,,,16.0,-319.0,,-33.0,-33.0,,,,,,-269.0,-17.0,1553.0,33.0,-41.0,1561.0,-72.0,,,,,162.0
ALC.SW,2020,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALC.SW,2021,1345.0,1345.0,376.0,1219.0,1219.0,91.0,-314.0,-24.0,174.0,-314.0,-175.0,-1198.0,-1198.0,-18.0,-19.0,1.0,-700.0,-700.0,0.0,-480.0,-480.0,,0.0,0.0,,,-123.0,-123.0,-20.0,-63.0,52.0,-72.0,,,,-54.0,-6.0,1575.0,24.0,-6.0,1557.0,-1180.0,,52.0,-115.0,,165.0
ALC.SW,2022,1217.0,1217.0,335.0,1123.0,1123.0,105.0,-522.0,-63.0,-30.0,-522.0,-178.0,-1865.0,-1865.0,31.0,-50.0,81.0,-636.0,-636.0,0.0,-109.0,-109.0,,-666.0,-666.0,,-485.0,-8.0,-8.0,208.0,208.0,2586.0,-2378.0,,,,-100.0,-116.0,980.0,-656.0,61.0,1575.0,-745.0,,2586.0,-2378.0,,472.0
ALC.SW,2023,1388.0,1388.0,974.0,1221.0,1221.0,-62.0,-404.0,-23.0,51.0,-404.0,-255.0,-1094.0,-1094.0,-231.0,-233.0,2.0,-658.0,-658.0,,-193.0,-193.0,,-10.0,-10.0,,-2.0,-211.0,-211.0,-7.0,-7.0,106.0,-113.0,,,,-116.0,-88.0,1094.0,83.0,31.0,980.0,-851.0,,106.0,-113.0,,537.0
ALC.SW,2024,2077.0,2077.0,1018.0,1228.0,1228.0,52.0,-189.0,-28.0,-44.0,-189.0,-326.0,-1167.0,-1167.0,-269.0,-278.0,9.0,-473.0,-473.0,,-197.0,-197.0,,-220.0,-220.0,,-8.0,-322.0,-322.0,-137.0,-137.0,59.0,-196.0,,,,-130.0,-55.0,1676.0,588.0,-6.0,1094.0,-670.0,,59.0,-196.0,,1407.0
ALC.SW,2025,384.0,,,,,,,,,,,-578.0,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,26.0,,,,,,,384.0
ALFA.ST,2020,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,
ALFA.ST,2021,5264.0,,6126.0,1159.0,1987.0,147.0,-1397.0,,480.0,-1397.0,-1599.0,-5025.0,,,,,-1205.0,-1229.0,24.0,,,,-3820.0,-3828.0,8.0,,-2081.0,,-1431.0,-1431.0,1000.0,-2431.0,-1339.0,-1339.0,-1339.0,-2307.0,3208.0,3356.0,-1842.0,48.0,5150.0,-1229.0,,1000.0,-2431.0,-1339.0,4035.0
ALFA.ST,2022,3291.0,,6519.0,1370.0,2392.0,105.0,-3891.0,,2058.0,-3891.0,-1834.0,-5518.0,,,,,-1833.0,-1853.0,20.0,,,,-3685.0,-3685.0,0.0,,3093.0,,5971.0,5971.0,12546.0,-6575.0,-661.0,-661.0,-661.0,-2480.0,565.0,4352.0,866.0,130.0,3356.0,-1853.0,,12546.0,-6575.0,-661.0,1438.0
ALFA.ST,2023,9169.0,,9256.0,1559.0,2524.0,-419.0,-259.0,,2373.0,-259.0,-1933.0,-2687.0,,,,,90.0,-2440.0,90.0,,,,-337.0,-337.0,,,-5543.0,,-1696.0,-1696.0,2400.0,-4096.0,0.0,0.0,0.0,-2480.0,-860.0,5135.0,939.0,-156.0,4352.0,-2440.0,,2400.0,-4096.0,0.0,6729.0
ALFA.ST,2024,12159.0,,10435.0,1764.0,2418.0,78.0,1587.0,,2267.0,1587.0,-2359.0,-3281.0,,,,,105.0,-3336.0,105.0,,,,-50.0,-50.0,,,-6738.0,,-3186.0,-3186.0,1664.0,-4850.0,,,,-3100.0,101.0,7369.0,2140.0,94.0,5135.0,-3336.0,,1664.0,-4850.0,,8823.0
ALFA.ST,2025,2159.0,,2881.0,570.0,570.0,28.0,-711.0,,308.0,-711.0,-625.0,-1135.0,,,,,2.0,,2.0,,,,-461.0,-461.0,,,801.0,,4274.0,4274.0,4293.0,-19.0,,,,-3513.0,277.0,9342.0,1825.0,-50.0,7567.0,-676.0,,4293.0,-19.0,,1483.0
ALV.DE,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.0,-67.0,,,,,,,,2272.0,,,-67.0,
ALV.DE,2021,25124.0,,7105.0,2525.0,2525.0,7084.0,11719.0,-8575.0,-358.0,11719.0,,-19783.0,,-10683.0,-194275.0,183592.0,-1280.0,-1411.0,131.0,,,,-3755.0,-4697.0,942.0,93.0,-3786.0,,-252.0,-252.0,6047.0,-6299.0,2305.0,2305.0,,-4270.0,-1173.0,24214.0,1555.0,216.0,22443.0,-1411.0,2305.0,6047.0,-6299.0,,23713.0
ALV.DE,2022,17952.0,,6856.0,2179.0,2179.0,-1732.0,-6800.0,180.0,418.0,-6800.0,,-14992.0,,10666.0,-264286.0,274952.0,-1398.0,-1618.0,220.0,,,,-1311.0,-2687.0,1376.0,98.0,-4367.0,,2368.0,2368.0,8823.0,-6455.0,-1311.0,0.0,-1311.0,-4870.0,-104.0,22896.0,-1407.0,268.0,24036.0,-1618.0,0.0,8823.0,-6455.0,-1311.0,16334.0
ALV.DE,2023,24462.0,,9032.0,2272.0,2272.0,2131.0,4360.0,3703.0,13.0,4360.0,,-12007.0,,-8523.0,-214119.0,205596.0,-1952.0,-2140.0,188.0,,,,-858.0,-1197.0,339.0,-228.0,-5724.0,,1250.0,1250.0,6869.0,-5619.0,-2202.0,0.0,-2202.0,-4931.0,560.0,29210.0,6731.0,-468.0,22896.0,-2140.0,0.0,6869.0,-5619.0,-2202.0,22322.0
ALV.DE,2024,31903.0,,10540.0,2154.0,2154.0,-4617.0,16799.0,13212.0,623.0,16799.0,,-25675.0,,-23795.0,-281487.0,257692.0,-1643.0,-1915.0,272.0,,,,-725.0,-1189.0,464.0,536.0,-4364.0,,3119.0,3119.0,9206.0,-6087.0,-1500.0,,,-5751.0,172.0,31637.0,1864.0,426.0,29210.0,-1915.0,,9206.0,-6087.0,,29988.0
ALV.DE,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALW.L,2020,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALW.L,2021,35.85,,543.32,0.2,0.2,7.83,-2.28,,0.0,-2.28,-3.45,100.38,,100.38,-3717.46,3817.85,,,,,,,,,,,-156.38,,35.25,35.25,35.5,-0.25,-131.51,-131.51,-131.51,-52.68,0.05,88.58,-20.15,-4.0,112.73,,,35.5,-0.25,-131.51,35.85
ALW.L,2022,64.29,,-235.87,0.17,0.17,8.62,-4.34,,0.0,-4.34,-7.3,281.35,,281.35,-1920.91,2202.26,,,,,,,,,,,-345.84,,-117.29,-117.29,0.0,-117.29,-149.03,-149.03,-149.03,-71.09,0.03,88.86,-0.2,0.49,88.58,,,0.0,-117.29,-149.03,64.29
ALW.L,2023,46.97,,606.15,0.0,0.0,9.52,1.56,,0.0,1.56,-6.65,110.52,,110.52,-1489.64,1600.16,,,,,,,,,,,-157.65,,12.13,12.13,75.63,-63.5,-88.06,-88.06,-88.06,-71.38,0.01,84.97,-0.15,-3.74,88.86,,,75.63,-63.5,-88.06,46.97
ALW.L,2024,37.42,,502.6,,,12.88,-2.32,,0.0,-2.32,-10.7,-5.11,,-5.11,-4702.65,4697.55,,,,,,,,,,,67.08,,45.87,45.87,104.87,-59.0,-56.99,-56.99,-56.99,-82.41,172.64,182.72,99.39,-1.64,84.97,,,104.87,-59.0,-56.99,37.42
ALW.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP.MI,2020,,,,,,,,,,,,,,0.0,,,,,3.64,,,,,,12.11,3.64,,,,,,,,,,,,,,,,,,,,,
AMP.MI,2021,462.37,,157.84,147.19,222.42,22.01,75.41,19.12,,75.41,-65.58,-533.61,,5.17,,,-49.41,-51.77,2.37,-61.63,-61.63,,-427.74,-427.74,,,-208.64,,-32.67,-32.67,,,-31.09,0.46,-31.09,-49.36,0.78,268.55,-279.88,3.4,545.03,-113.4,0.46,,,-31.09,348.97
AMP.MI,2022,458.62,,178.78,159.93,240.04,35.24,12.69,-28.82,,12.69,-44.86,-193.78,,0.0,,,-56.85,-56.85,9.34,-58.79,-58.79,,-87.49,-87.49,,9.34,-353.8,,-128.39,-128.39,,,-53.7,,-53.7,-58.24,-134.56,179.65,-88.96,0.07,268.55,-115.63,,,,-53.7,342.99
